CNPJ, RazaoSocial, Trimestre, Ano, ValorDespesas
42182170000184, CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ, 1º Trimestre, 2025, 32436805.27
42182170000184, CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ, 2º Trimestre, 2025, 68611169.39
42182170000184, CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ, 3º Trimestre, 2025, 105939715.77
04503249000170, ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM, 1º Trimestre, 2025, 1875967.19
04503249000170, ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM, 2º Trimestre, 2025, 5153692.35
04503249000170, ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM, 3º Trimestre, 2025, 9075901.92
73565319000138, ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA, 1º Trimestre, 2025, 1964162.93
73565319000138, ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA, 2º Trimestre, 2025, 4477143.89
73565319000138, ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA, 3º Trimestre, 2025, 6580466.99
78953023000108, UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 5650162.41
78953023000108, UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 13279907.47
78953023000108, UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 20208098.57
00103956000119, UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 10247321.65
00103956000119, UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 20879543.83
00103956000119, UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 30705316.33
08707473000135, UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA, 1º Trimestre, 2025, 59254103.79
08707473000135, UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA, 2º Trimestre, 2025, 121944826.35
08707473000135, UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA, 3º Trimestre, 2025, 167454744.37
67839969000121, AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA, 1º Trimestre, 2025, 19572347.94
67839969000121, AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA, 2º Trimestre, 2025, 36608301.32
67839969000121, AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA, 3º Trimestre, 2025, 54024787.81
68204486000113, UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 3281398.67
68204486000113, UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 6609801.04
68204486000113, UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 10000901.54
87306361000149, UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 5413427.55
87306361000149, UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 12164540.35
87306361000149, UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 18946693.17
31432792000105, UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS, 1º Trimestre, 2025, 745542978.09
31432792000105, UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS, 2º Trimestre, 2025, 1628801426.24
31432792000105, UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS, 3º Trimestre, 2025, 2517249723.3
00891689000191, UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS, 1º Trimestre, 2025, 3913717.92
00891689000191, UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS, 2º Trimestre, 2025, 8405495.51
00891689000191, UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS, 3º Trimestre, 2025, 13061114.97
29135795000127, UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA, 1º Trimestre, 2025, 33374388.2
29135795000127, UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA, 2º Trimestre, 2025, 67379046.39
29135795000127, UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA, 3º Trimestre, 2025, 97924316.65
17333055000116, UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA, 1º Trimestre, 2025, 1497007.39
17333055000116, UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA, 2º Trimestre, 2025, 3701924.13
17333055000116, UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA, 3º Trimestre, 2025, 5929649.38
48721401000167, UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 7340079.04
48721401000167, UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 15442294.99
48721401000167, UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 23305451.51
31240963000196, ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI, 1º Trimestre, 2025, 22797960.34
31240963000196, ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI, 2º Trimestre, 2025, 50718461.55
31240963000196, ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI, 3º Trimestre, 2025, 80168194.84
15011651000154, BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A, 1º Trimestre, 2025, 0.0
15011651000154, BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A, 2º Trimestre, 2025, 0.0
15011651000154, BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A, 3º Trimestre, 2025, 0.0
42936518000181, UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA, 1º Trimestre, 2025, 3483291.17
42936518000181, UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA, 2º Trimestre, 2025, 5604608.7
42936518000181, UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA, 3º Trimestre, 2025, 8958553.73
10796140000171, ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA, 1º Trimestre, 2025, 599121.58
10796140000171, ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA, 2º Trimestre, 2025, 1272682.85
10796140000171, ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA, 3º Trimestre, 2025, 2024987.29
00012698000165, UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 1966002.12
00012698000165, UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 4193184.29
00012698000165, UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 7057584.59
78613841000161, ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA, 1º Trimestre, 2025, 16752255.3
78613841000161, ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA, 2º Trimestre, 2025, 33506881.45
78613841000161, ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA, 3º Trimestre, 2025, 52336830.76
63554067000198, HAPVIDA ASSISTENCIA MEDICA S.A, 1º Trimestre, 2025, 539819083.45
63554067000198, HAPVIDA ASSISTENCIA MEDICA S.A, 2º Trimestre, 2025, 1123956288.2
63554067000198, HAPVIDA ASSISTENCIA MEDICA S.A, 3º Trimestre, 2025, 1759103614.95
00368318000120, UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA, 1º Trimestre, 2025, 3794449.81
00368318000120, UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA, 2º Trimestre, 2025, 7981921.3
00368318000120, UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA, 3º Trimestre, 2025, 13195696.69
33601568000117, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME, 1º Trimestre, 2025, 858955.63
33601568000117, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME, 2º Trimestre, 2025, 2315470.89
33601568000117, CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME, 3º Trimestre, 2025, 3288343.27
24676884000167, UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA, 1º Trimestre, 2025, 20807892.48
24676884000167, UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA, 2º Trimestre, 2025, 43611871.08
24676884000167, UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA, 3º Trimestre, 2025, 66923127.62
73809352000166, FUNDAÇÃO SAÚDE ITAÚ, 1º Trimestre, 2025, 299979292.96
73809352000166, FUNDAÇÃO SAÚDE ITAÚ, 2º Trimestre, 2025, 625071735.32
73809352000166, FUNDAÇÃO SAÚDE ITAÚ, 3º Trimestre, 2025, 977955993.61
51628360000173, PRONTO SOCORRO CONDE DE MOREIRA LIMA, 1º Trimestre, 2025, 1295908.96
51628360000173, PRONTO SOCORRO CONDE DE MOREIRA LIMA, 2º Trimestre, 2025, 3376925.42
51628360000173, PRONTO SOCORRO CONDE DE MOREIRA LIMA, 3º Trimestre, 2025, 5169127.2
74466137000172, UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 14662809.23
74466137000172, UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 31282663.91
74466137000172, UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 48474319.54
27047334000177, HEALTH-MED SISTEMA DE SAUDE LTDA, 1º Trimestre, 2025, 439220.77
27047334000177, HEALTH-MED SISTEMA DE SAUDE LTDA, 2º Trimestre, 2025, 895718.55
27047334000177, HEALTH-MED SISTEMA DE SAUDE LTDA, 3º Trimestre, 2025, 1332250.5
75003525000180, UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 9990658.93
75003525000180, UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 21040780.55
75003525000180, UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 32045643.53
97388490000187, UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 20102188.91
97388490000187, UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 43941110.78
97388490000187, UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 68243841.84
54557861000102, BLUZZ SAÚDE S/A, 1º Trimestre, 2025, 21933.71
54557861000102, BLUZZ SAÚDE S/A, 2º Trimestre, 2025, 325387.86
54557861000102, BLUZZ SAÚDE S/A, 3º Trimestre, 2025, 1052847.76
02858169000102, NOSAMED ASSISTÊNCIA MÉDICA LTDA, 1º Trimestre, 2025, 1616751.56
02858169000102, NOSAMED ASSISTÊNCIA MÉDICA LTDA, 2º Trimestre, 2025, 3533364.85
02858169000102, NOSAMED ASSISTÊNCIA MÉDICA LTDA, 3º Trimestre, 2025, 5404063.52
89870547000151, UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 11427975.33
89870547000151, UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 24663673.41
89870547000151, UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 39482324.61
37256591000172, UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA, 1º Trimestre, 2025, 1541897.63
37256591000172, UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA, 2º Trimestre, 2025, 3021670.6
37256591000172, UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA, 3º Trimestre, 2025, 4539824.92
03694367000140, AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP, 1º Trimestre, 2025, 1049524.89
03694367000140, AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP, 2º Trimestre, 2025, 2194354.16
03694367000140, AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP, 3º Trimestre, 2025, 3709811.23
15022430000181, ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO, 1º Trimestre, 2025, 17072286.84
15022430000181, ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO, 2º Trimestre, 2025, 36642950.39
15022430000181, ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO, 3º Trimestre, 2025, 57163505.37
45100138000109, UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO, 1º Trimestre, 2025, 189195372.67
45100138000109, UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO, 2º Trimestre, 2025, 395116202.36
45100138000109, UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO, 3º Trimestre, 2025, 622592171.42
44803922000102, UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS, 1º Trimestre, 2025, 51420304.78
44803922000102, UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS, 2º Trimestre, 2025, 107500811.51
44803922000102, UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS, 3º Trimestre, 2025, 166524107.91
50480953000172, UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 19285194.04
50480953000172, UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 41368215.33
50480953000172, UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 64133886.47
28974020000182, UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA, 1º Trimestre, 2025, 7476063.67
28974020000182, UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA, 2º Trimestre, 2025, 14649970.49
28974020000182, UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA, 3º Trimestre, 2025, 21970692.63
00846662000187, LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A, 1º Trimestre, 2025, 14748446.44
00846662000187, LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A, 2º Trimestre, 2025, 25456656.25
00846662000187, LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A, 3º Trimestre, 2025, 36337683
09237009000195, UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL, 1º Trimestre, 2025, 317750.27
09237009000195, UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL, 2º Trimestre, 2025, 602757.52
09237009000195, UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL, 3º Trimestre, 2025, 969906.39
89100135000132, UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA, 1º Trimestre, 2025, 3643970.61
89100135000132, UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA, 2º Trimestre, 2025, 7836837.22
89100135000132, UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA, 3º Trimestre, 2025, 12856963.28
59527440000144, UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA, 1º Trimestre, 2025, 1274786.4
59527440000144, UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA, 2º Trimestre, 2025, 2725042.59
59527440000144, UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA, 3º Trimestre, 2025, 4163214.0
50565317000143, SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS, 2º Trimestre, 2025, 1101790892.52
50565317000143, SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS, 3º Trimestre, 2025, 1679698312.03
87638334000173, UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA, 1º Trimestre, 2025, 11989297.48
87638334000173, UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA, 2º Trimestre, 2025, 24486374.46
87638334000173, UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA, 3º Trimestre, 2025, 36754349.39
14408631000159, FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA, 1º Trimestre, 2025, 2556918.41
14408631000159, FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA, 2º Trimestre, 2025, 5627433.35
14408631000159, FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA, 3º Trimestre, 2025, 9268815.88
58702853000155, UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA, 1º Trimestre, 2025, 1589414.59
58702853000155, UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA, 2º Trimestre, 2025, 3507767.51
58702853000155, UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA, 3º Trimestre, 2025, 5462654.55
25141173000150, ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE, 1º Trimestre, 2025, 692800.74
25141173000150, ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE, 2º Trimestre, 2025, 1344250.12
25141173000150, ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE, 3º Trimestre, 2025, 2023797.47
08202035000115, ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA, 1º Trimestre, 2025, 35406819.98
08202035000115, ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA, 2º Trimestre, 2025, 70404789.86
08202035000115, ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA, 3º Trimestre, 2025, 104265615.3
25971433000115, UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA, 1º Trimestre, 2025, 15882028.36
25971433000115, UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA, 2º Trimestre, 2025, 31367243.5
25971433000115, UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA, 3º Trimestre, 2025, 47637299.38
87647756000105, UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 1º Trimestre, 2025, 15843693.33
87647756000105, UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 2º Trimestre, 2025, 33088364.17
87647756000105, UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA, 3º Trimestre, 2025, 51886870.35
03187913000157, ODONTOART PLANOS ODONTOLÓGICOS LTDA, 1º Trimestre, 2025, 1402730.29
03187913000157, ODONTOART PLANOS ODONTOLÓGICOS LTDA, 2º Trimestre, 2025, 2883449.8
03187913000157, ODONTOART PLANOS ODONTOLÓGICOS LTDA, 3º Trimestre, 2025, 4477131.65
15214919000155, PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A, 1º Trimestre, 2025, 73104551.93
15214919000155, PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A, 2º Trimestre, 2025, 145501820.21
15214919000155, PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A, 3º Trimestre, 2025, 216117726.38
27626696000112, UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA, 1º Trimestre, 2025, 10699705.73
27626696000112, UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA, 2º Trimestre, 2025, 23089693.69
27626696000112, UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA, 3º Trimestre, 2025, 37545567.41
06814351000112, CEDPLAN SAÚDE LTDA EPP, 1º Trimestre, 2025, 1356732.56
06814351000112, CEDPLAN SAÚDE LTDA EPP, 2º Trimestre, 2025, 3046003.55
06814351000112, CEDPLAN SAÚDE LTDA EPP, 3º Trimestre, 2025, 4652707.14
17048922000171, ODONTO PRIME S/S LTDA, 1º Trimestre, 2025, 152781.96
17048922000171, ODONTO PRIME S/S LTDA, 2º Trimestre, 2025, 306660.48
17048922000171, ODONTO PRIME S/S LTDA, 3º Trimestre, 2025, 478543.31
43293604000186, SANTA HELENA ASSISTÊNCIA MÉDICA S/A, 1º Trimestre, 2025, 55381330.1
43293604000186, SANTA HELENA ASSISTÊNCIA MÉDICA S/A, 2º Trimestre, 2025, 128545466.75
43293604000186, SANTA HELENA ASSISTÊNCIA MÉDICA S/A, 3º Trimestre, 2025, 189766957.75
11158465000191, AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA, 1º Trimestre, 2025, 0.0
11158465000191, AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA, 2º Trimestre, 2025, 0.0
11158465000191, AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA, 3º Trimestre, 2025, 0.0
42043067000153, UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 14607156.46
42043067000153, UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 28476868.02
42043067000153, UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 43769249.45
65422339000121, UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 4259075.75
65422339000121, UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 19708890.94
65422339000121, UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 37798428.52
07154253000169, RODRIGUES LEIRA ODONTOLOGIA LTDA, 1º Trimestre, 2025, 1055944.49
07154253000169, RODRIGUES LEIRA ODONTOLOGIA LTDA, 2º Trimestre, 2025, 2175099.6
07154253000169, RODRIGUES LEIRA ODONTOLOGIA LTDA, 3º Trimestre, 2025, 3416120.76
77781706000162, UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO, 1º Trimestre, 2025, 38364395.24
77781706000162, UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO, 2º Trimestre, 2025, 78326854.4
77781706000162, UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO, 3º Trimestre, 2025, 120622462.22
11996146000155, CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO, 1º Trimestre, 2025, 13127229.39
11996146000155, CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO, 2º Trimestre, 2025, 28273030.46
11996146000155, CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO, 3º Trimestre, 2025, 44791787.65
03533726000188, UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 216366493.63
03533726000188, UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 442888931.34
03533726000188, UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 660573170.89
04201372000137, UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO, 1º Trimestre, 2025, 264268108.74
04201372000137, UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO, 2º Trimestre, 2025, 527368551.84
04201372000137, UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO, 3º Trimestre, 2025, 781861425.92
87158507000156, COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA, 1º Trimestre, 2025, 6317678.22
87158507000156, COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA, 2º Trimestre, 2025, 14032611.02
87158507000156, COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA, 3º Trimestre, 2025, 21139926.56
02248344000140, UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA, 1º Trimestre, 2025, 2663324.36
02248344000140, UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA, 2º Trimestre, 2025, 5697702.98
02248344000140, UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA, 3º Trimestre, 2025, 8965881.44
